UID,COLLECTION,TCP,EEBO,ECCO,VID,Book ID,STC,ESTC,Status,Author,Date,Title,Terms,Publisher,Pages,Word Count
,Ecco-TCP,K033708.000,,CW112456347,,,,T29271,,"Bickerstaff, Isaac, 1735-1812.",1761,Judith: A sacred drama. As it is performed at the Theatre Royal in Drury-Lane. The music composed by Dr. Arne.,,"London : printed for J. Coote; and T. Davies,",,
,Ecco-TCP,K033714.000,,CW113880691,,,,T29278,,"Jephson, Robert, 1736-1803.",1787,"Julia: or, the Italian lover. A tragedy. As it is acted at the Theatre-Royal, in Drury-Lane. By Robert Jephson, Esq.",,"London : printed for Charles Dilly,",,
,Ecco-TCP,K033787.000,,CW112036961,,,,T29429,,"Garrick, David, 1717-1779.",1770,"King Arthur: or, the British worthy: A masque. By Mr. Dryden. As it is performed at the Theatre-Royal in Drury-Lane, ... The music by Purcell and Dr. Arne.",,"London : printed for W. Strahan, L. Hawes and Co. T. Davies, T. Lownds, T. Becket, and W. Griffin,",,
,Ecco-TCP,K033792.000,,CW114081033,,,,T29445,,"More, Hannah, 1745-1833.",1795?],King Dionysius and Squire Damocles: a new song on an old story. Proper to be sung at all feasts and merry-makings.,,"[London?, ",,
,Ecco-TCP,K033853.000,,CW115432875,,,,T29583,,"Jephson, Robert, 1736-1803.",1775,"Braganza: A tragedy. Performed at the Theatre Royal in Drury-Lane. Written by Robert Jephson, Esq.",,"London : printed for T. Evans; and T. Davies,",,
,Ecco-TCP,K033911.000,,CW109714079,,,,T29686,,"Lillo, George, 1693-1739.",1740,Britannia and Batavia: a masque. Written on the marriage of the Princess Royal with his Highness the Prince of Orange. By the late Mr. Lillo.,,"London : printed for John Gray,",,
,Ecco-TCP,K033915.000,,CW105121927,,,,T29691,,"Dennis, John, 1657-1734.",1704,"Britannia triumphans: or the Empire sav'd: and Europe deliver'd. By the success of her Majesty's forces under the wise and heroick conduct of his Grace the Duke of Marlborough. A poem, by Mr. Dennis.",,"London : printed for J. Nutt,",,
,Ecco-TCP,K034200.000,,CW110375363,,,,T30410,,"Lee, Sophia, 1750-1824.",1780,"The chapter of accidents: a comedy, in five acts, as it is performed at the Theatre-Royal in the Hay-Market. Written by Miss Lee.",,"London : printed for T. Cadell,",,
,Ecco-TCP,K034257.000,,CW117025311,,,,T30491,,"Whitehead, William, 1715-1785.",1762,"A charge to the poets: By William Whitehead, Esq; Poet Laureat.",,"London : printed for R. and J. Dodsley. And sold by J. Hinxman,",,
,Ecco-TCP,K034336.000,,CW114718513,,,,T30628,,"Holcroft, Thomas, 1745-1809.",1785,The choleric fathers: A comic opera. Performed at the Theatre-Royal in Covent-Garden. By Thomas Holcroft.,,"London : printed for G.G.J. and J. Robinson,",,
,Ecco-TCP,K034431.000,,CW110072043,,,,T30776,,"Murphy, Arthur, 1727-1805.",1763,"The citizen. A farce: As it is performed at the Theatre Royal in Covent Garden. By Arthur Murphy, Esq;.",,"London : printed for G. Kearsly,",,
,Ecco-TCP,K034449.000,,CW110292853,,,,T30807,,"Colman, George, 1732-1794.",1766,The clandestine marriage: a comedy. As it is acted at the Theatre-Royal in Drury-Lane. By George Colman and David Garrick.,,"London : printed for T. Becket and P.A. De Hondt; R. Baldwin; R. Davis; and T. Davies,",,
,Ecco-TCP,K034471.000,,CW115254587,,,,T30840,,"Hoole, John, 1727-1803.",1775,"Cleonice, Princess of Bithynia: a tragedy. As it is performed at the Theatre Royal in Covent-Garden. By John Hoole.",,"Dublin : printed by W. Spotswood, for the United Company of Booksellers,",,
,Ecco-TCP,K034553.000,,CW107112837,,,,T30965,,"Spooner, Thomas, of Lemon Street.",1724,"A compendious treatise of the diseases of the skin: from the slightest itching humour in particular parts only, to the most inveterate itch ... by T. S.",,"London : printed, and sold by J. Nicks, A. Dodd, and M. Halsey,",,
,Ecco-TCP,K034809.000,,CW121946048,,,,T31323,,"Wesley, John, 1703-1791.",1739,"Hymns and sacred poems: Published by John Wesley, ... and Charles Wesley, ...",,"London : printed by William Strahan; and sold by James Hutton; and at Mr. Bray's,",,
,Ecco-TCP,K034904.000,,CW102892000,,,,T31454,,"Sharp, Granville, 1735-1813.",1794,"A general plan for laying out towns and townships, on the new-acquired lands in the East Indies, America, or elsewhere; in order to promote cultivation,:",,"[London], ",,
,Ecco-TCP,K035015.000,,CW113609852,,,,T31626,,"Francis, Philip, 1708?-1773.",1754,"Constantine: a tragedy. As it is acted at the Theatre-Royal, in Covent-Garden.",,"London : printed for A. Millar,",,
,Ecco-TCP,K035076.000,,CW106548756,,,,T31743,,"Brand, John, d. 1808.",1800,"A determination of the average depression of the price of wheat in war, below that of the preceding peace; and of its readvance in the following; ... By J. Brand,:",,"London : printed for F. and C. Rivington; by Bye and Law,",,
,Ecco-TCP,K035180.000,,CW104167919,,,,T31916,,"Berkeley, George, 1685-1753.",1738,"A discourse addressed to magistrates and men in authority: Occasioned by the enormous licence, and irreligion of the times.",,"Dublin : printed by George Faulkner,",,
,Ecco-TCP,K035226.000,,CW110152140,,,,T31976,,"Addison, Joseph, 1672-1719.",1734,"A discourse on antient and modern learning: By the late Right Honourable Joseph Addison, Esq; Published from an original manuscript of Mr. Addison's, prepared and corrected by himself.",,"London : printed for T. Osborne,",,
,Ecco-TCP,K035247.000,,CW109367688,,,,T32010,,"Pringle, John, Sir, 1707-1782.",1776,"A discourse upon some late improvements of the means for preserving the health of mariners. Delivered at the anniversary meeting of the Royal Society, November 30, 1776. By Sir John Pringle, Baronet, President. Published by their order:",,"London : printed for the Royal Society,",,
,Ecco-TCP,K035269.000,,CW117059022,,,,T32045,,"More, Hannah, 1745-1833.",[1796],Dan and Jane: or faith and works. A tale.,,"[London] : Sold by J. Marshall, London. By S. Hazard, at Bath; J. Elder at Edinburgh, and by all booksellers, newsmen, and hawkers, in town and country,",,
,Ecco-TCP,K035335.000,,CW116499312,,,,T32142,,"Mason, William, 1725-1797.",1782,"The dean and the 'squire: a political eclogue. Humbly dedicated to Soame Jenyns, Esq. By the author of the Heroic epistle to Sir William Chambers, &c.",,"London : printed for J. Debrett, successor to Mr. Almon,",,
,Ecco-TCP,K035367.000,,CW106380203,,,,T32192,,"Sharp, Granville, 1735-1813.",1774,A declaration of the people's natural right to a share in the legislature: which is the fundamental principle of the British constitution of state. By Granville Sharp.,,"London : printed for B. White,",,
,Ecco-TCP,K035393.000,,CW109499048,,,,T32235,,"Kenrick, W. (William), 1725?-1779.",1766,A defence of Mr. Kenrick's review of Dr. Johnson's Shakespeare: containing a number of curious and ludicrous anecdotes of literary biography. By a friend.,,"London : printed for S. Bladon,",,
,Ecco-TCP,K035398.000,,CW116706386,,,,T32241,,"Dennis, John, 1657-1734.",1722,"A defence of Sir Fopling Flutter, a comedy written by Sir George Etheridge. In which defence is shewn, that Sir Fopling, ... was rightly compos'd by the knight his father, to answer the ends of comedy;:",,"London : printed for T. Warner,",,
,Ecco-TCP,K035508.000,,CW110146806,,,,T32397,,"Lewis, M. G. (Matthew Gregory), 1775-1818.",1800,"The East Indian: a comedy. In five acts. As performed at the Theatre-Royal, Drury-Lane. By M. G. Lewis, ...",,"London : printed by J. Davis; for J. Bell,",,
,Ecco-TCP,K035511.000,,CW107569732,,,,T32400,,"Büchner, Andreas Elias, 1701-1769.",1770,"An easy and very practicable method to enable deaf persons to hear: together with a brief account of, and some reflections and observations upon, the several attempts formerly made for the benefit of such persons. Translated from the German of Andrew Elias Buchner,:",,"London : printed for Mess. Hawes, Clarke, and Collins,",,
,Ecco-TCP,K035521.000,,CW113791854,,,,T32415,,"Hawkesworth, John, 1715?-1773.",1761,Edgar and Emmeline: a fairy tale: in a dramatic entertainment of two acts; ...,,"London : printed for H. Payne and W. Cropley,",,
,Ecco-TCP,K035585.000,,CW110104566,,,,T32518,,"Boswell, James, 1740-1795.",1761,"An elegy on the death of an amiable young lady. With an epistle from Menalcas to Lycidas. To which are prefixed, three critical recommendatory letters:",,"Edinburgh : printed by A. Donaldson and J. Reid. For Alex. Donaldson,",,
,Ecco-TCP,K035592.000,,CW110483623,,,,T32526,,"Berkeley, George Monck, 1763-1793.",1786,"An elegy on the death of Miss M----s. Eldest daughter of D---- M----, Esq. of the F---- H----, C----, Berkshire. Who died the 8th of July, 1785. By a gentleman of the Inner Temple:",,"London : printed for H. D. Symonds,",,
,Ecco-TCP,K035594.000,,CW101030213,,,,T32529,,"Hayley, William, 1745-1820.",1795,"An elegy on the death of the Honourable Sir William Jones: a judge of the Supreme Court of Judicature in Bengal, and President of the Asiatic Society. By William Hayley, Esq.",,"London : printed for T. Cadell, jun. and W. Davies (successors to Mr. Cadell),",,
,Ecco-TCP,K035616.001,,CW110985945,,,,T32597,,"Kames, Henry Home, Lord, 1696-1782.",1762,Elements of criticism: In three volumes. ... [pt.1],,"Edinburgh : printed for A. Millar, London; and A. Kincaid & J. Bell, Edinburgh,",,
,Ecco-TCP,K035616.002,,CW110985945,,,,T32597,,"Kames, Henry Home, Lord, 1696-1782.",1762,Elements of criticism: In three volumes. ... [pt.2],,"Edinburgh : printed for A. Millar, London; and A. Kincaid & J. Bell, Edinburgh,",,
,Ecco-TCP,K035616.003,,CW110985945,,,,T32597,,"Kames, Henry Home, Lord, 1696-1782.",1762,Elements of criticism: In three volumes. ... [pt.3],,"Edinburgh : printed for A. Millar, London; and A. Kincaid & J. Bell, Edinburgh,",,
,Ecco-TCP,K035639.000,,CW117151044,,,,T32633,,"Smith, Charlotte Turner, 1749-1806.",1793,"The emigrants, a poem, in two books. By Charlotte Smith:",,"London : printed for T. Cadell,",,
,Ecco-TCP,K035642.000,,CW113470048,,,,T32640,,"Garrick, David, 1717-1779.",1760,"The enchanter: or, love and magic. A musical drama. As it is performed at the Theatre-Royal in Drury-Lane. The music composed by Mr. Smith.",,"London : printed for J. and R. Tonson,",,
,Ecco-TCP,K035681.000,,CW111587578,,,,T32706,,"Cobb, James, 1756-1818.",1787,"English readings; a comic piece, in one act. Inscribed to George Colman, Esq:",,"London : printed for C. Dilly,",,
,Ecco-TCP,K035701.000,,CW119899291,,,,T32731,,"Gough, Strickland, d. 1752.",1730,An enquiry into the causes of the decay of the dissenting interest: In a letter to a dissenting minister.,,"London : printed for J. Roberts,",,
,Ecco-TCP,K035739.000,,CW115850338,,,,T32780,,"Warton, Joseph, 1722-1800.",1744,"The enthusiast: or, the lover of nature. A poem:",,"London : printed for R. Dodsley; and sold by M. Cooper,",,
,Ecco-TCP,K035752.000,,CW112963774,,,,T32801,,"Tickell, Mr. (Thomas), 1686-1740.",1717,An epistle from a lady in England: to a gentleman at Avignon.,,"London : printed for J. Tonson,",,
,Ecco-TCP,K035773.000,,CW110412225,,,,T32839,,"Mason, William, 1725-1797.",1777,"An epistle to Dr. Shebbeare: to which is added an ode to Sir Fletcher Norton, in imitation of Horace, Ode VIII. Book IV. By Malcolm MacGreggor, of Knightsbridge, Esq. ...",,"London : printed for J. Almon,",,
,Ecco-TCP,K035795.000,,CW110748745,,,,T32875,,"Churchill, Charles, 1731-1764.",1763,An epistle to William Hogarth: By C. Churchill.,,"London : printed for the author, and sold by J. Coote,",,
,Ecco-TCP,K035828.000,,CW113787866,,,,T32923,,"Pilon, Frederick, 1750-1788.",1779,"Illumination: or, the glaziers' conspiracy. A prelude. As it is performed, with universal applause, at the Theatre-Royal, in Covent-Garden. By F. Pilon:",,"London : printed for G. Kearsley,",,
,Ecco-TCP,K035829.000,,CW113787902,,,,T32924,,"Pilon, Frederick, 1750-1788.",1778,"The invasion: or, a trip to Brighthelmstone. A farce of two acts, as it is performed, with universal applause, at the Theatre-Royal, in Covent-Garden. Written by F. Pilon.",,"London : printed for G. Kearsley,",,
,Ecco-TCP,K035830.000,,CW115415814,,,,T32925,,"Dibdin, Charles, 1745-1814.",1778,"Rose and Colin, a comic opera: in one act. As it is performed at the Theatre-Royal in Covent Garden.",,"London : printed for G. Kearsly,",,
,Ecco-TCP,K035831.000,,CW115194587,,,,T32926,,"Dibdin, Charles, 1745-1814.",1778,"The wives revenged: a comic opera, in one act. As it is performed at the Theatre-Royal in Covent-Garden.",,"London : Printed for G. Kearsly,",,
,Ecco-TCP,K035832.000,,CW114506931,,,,T32928,,"Dibdin, Charles, 1745-1814.",1779,"The Chelsea pensioner: a comic opera. In two acts. As it is performed at the Theatre-Royal, Covent-Garden.",,"London : printed for G. Kearsly,",,
,Ecco-TCP,K035834.000,,CW114290229,,,,T32931,,"Holman, J. G. (Joseph George), 1764-1817.",1796,"Abroad and at home: A comic opera, in three acts. Now performing at the Theatre-Royal, Covent-Garden. By J. G. Holman,.",,"London : printed and published by George Cawthorn,",,
,Ecco-TCP,K035835.000,,CW110069554,,,,T32933,,"Home, John, 1722-1808.",1773,"Alonzo: A tragedy. In five acts. As it is performed at the Theatre-Royal, Drury-Lane.",,"London : printed for T. Becket,",,
,Ecco-TCP,K035868.000,,CW104432178,,,,T32970,,"Defoe, Daniel, 1661?-1731.",1703,"A dialogue between a dissenter and the Observator, concerning The shortest way with the dissenters:",,"London : printed in the year,",,
,Ecco-TCP,K035870.000,,CW116174708,,,,T32973,,"Defoe, Daniel, 1661?-1731.",1703,"The sincerity of the dissenters vindicated, from the scandal of occasional conformity: with some considerations on a late book, entitul'd, Moderation a vertue.",,"London : printed in the year,",,
,Ecco-TCP,K035871.000,,CW104441423,,,,T32975,,,1703,"The case of dissenters as affected by the late bill proposed in Parliament, for preventing occasional conformity. By a gentleman:",,"London : printed, and sold by A. Baldwin,",,
,Ecco-TCP,K035872.000,,CW106401364,,,,T32976,,"Defoe, Daniel, 1661?-1731.",1703,"A challenge of peace, address'd to the whole nation: With an enquiry into ways and means for bringing it to pass.",,"London : printed in the year,",,
,Ecco-TCP,K035873.000,,CW120430307,,,,T32977,,"Defoe, Daniel, 1661?-1731.",1704,The dissenters answer to the high-church challenge:,,"London : printed in the year,",,
,Ecco-TCP,K035879.000,,CW106191733,,,,T32986,,"Defoe, Daniel, 1661?-1731.",1702,An enquiry into occasional conformity: Shewing that the dissenters are no way concern'd in it. By the author of the preface to Mr. Howe.,,"London : printed in the year,",,
,Ecco-TCP,K035921.000,,CW114269033,,,,T33050,,"Hawkins, John, Sir, 1719-1789.",1770,An account of the institution and progress of the Academy of Ancient Music. With a comparative view of the music of the past and present times. By a member:,,"London : printed in the year,",,
,Ecco-TCP,K036039.000,,CW107855744,,,,T33308,,"Threlfal, William.",1772,"Essay on epilepsy. In which a new theory of that disease is attempted, from which the proximate cause is investigated, and indications brought from thence; shewing clearly the consistency of the method of cure. By W. Threlfal,:",,"London : printed for Z. Stuart,",,
,Ecco-TCP,K036062.000,,CW124744283,,,,T33340,,"Brown, John, 1715-1766.",1745,An essay on satire: occasion'd by the death of Mr. Pope.,,"London : printed for R. Dodsley,",,
,Ecco-TCP,K036086.000,,CW109039860,,,,T33382,,"Earle, James, Sir, 1755-1817.",1799,"An essay on the means of lessening the effects of fire on the human body, by James Earle, Esq; F.R.S.:",,"London : printed by C. Clarke. And sold by Johnson; and Faulder,",,
,Ecco-TCP,K036120.000,,CW107360498,,,,T33431,,,1741,"An essay pointing out the cause, effects and method of treating the present epidemic fever: In a letter to a young physician.",,"Sherborne : printed for the author in the year,",,
,Ecco-TCP,K036148.000,,CW111868034,,,,T33469,,"Dennis, John, 1657-1734.",1711,"An essay upon publick spirit; being a satyr in prose upon the manners and luxury of the times, the chief sources of our present parties and divisions. By Mr. Dennis:",,"London : printed for Bernard Lintott,",,
,Ecco-TCP,K036168.003,,CW117566940,,,,T33490,,"Hume, David, 1711-1776.",1760,"Essays and treatises: on several subjects. By David Hume, Esq; In four volumes. ... [pt.3]",,"London : printed for A. Millar; and A. Kincaid and A. Donaldson, at Edinburgh,",,
,Ecco-TCP,K036183.000,,CW113410948,,,,T33505,,"More, Hannah, 1745-1833.",1777,Essays on various subjects: principally designed for young ladies.,,"London : printed for J. Wilkie; and T. Cadell,",,
,Ecco-TCP,K036193.000,,CW121035183,,,,T33517,,"More, Hannah, 1745-1833.",1791,An estimate of the religion of the fashionable world: By one of the laity.,,"London : printed for T. Cadell,",,
,Ecco-TCP,K036206.000,,CW110245698,,,,T33535,,"Francis, Philip, 1708?-1773.",1752,"Eugenia: a tragedy. As it is acted at the Theatre-Royal, in Drury-Lane. By His Majesty's servants:",,"London : printed for A. Millar,",,
,Ecco-TCP,K036286.000,,CW122667512,,,,T33651,,"Wakefield, Gilbert, 1756-1801.",1794,"An examination of The age of reason: or an investigation of true and fabulous theology, by Thomas Paine: by Gilbert Wakefield, ...",,"London : sold by Kearsley,",,
,Ecco-TCP,K036296.000,,CW112955830,,,,T33668,,"Murphy, Arthur, 1727-1805.",1761,"The examiner. A satire. By Arthur Murphy, Esq:",,"London : printed for J. Coote,",,
,Ecco-TCP,K036380.000,,CW117473045,,,,T33873,,"Brown, John, 1715-1766.",1758,"An explanatory defence of the Estimate of the manners and principles of the times: Being an appendix to that work, ... Written by the author of the Estimate, in a series of letters to a noble friend.",,"London : printed for L. Davis and C. Reymers,",,
,Ecco-TCP,K036444.000,,CW114303192,,,,T34003,,"Cunningham, John, 1729-1773.",1785?],"Content, a pastoral song: By the late Mr. Cunningham.",,"[Salisbury : printed by Fowler,",,
,Ecco-TCP,K036466.000,,CW110074602,,,,T34046,,"Carey, Henry, 1687?-1743.",1715,"The contrivances: or, more ways than one. As it is acted at the Theatre-Royal in Drury-Lane.",,"London : printed for W. Mears, and J. Brown,",,
,Ecco-TCP,K036542.000,,CW117059261,,,,T34201,,"More, Hannah, 1745-1833.",[1797?],"The cottage cook: or, Mrs. Jones's cheap dishes; shewing the way to do much good with little money.",,"[London] : Sold by J. Marshall, London. By S. Hazard, at Bath; J. Elder, at Edinburgh, and by all booksellers, newsmen, and hawkers, in town and country,",,
,Ecco-TCP,K036550.000,,CW106676578,,,,T34210,,"Jephson, Robert, 1736-1803.",1781,"The Count of Narbonne: a tragedy. As it is acted at the Theatre Royal in Covent Garden. By Robert Jephson, Esq;.",,"London : printed for T. Cadell,",,
,Ecco-TCP,K036554.000,,CW112016568,,,,T34218,,"Hartson, Hall, d. 1773.",1767,"The Countess of Salisbury: A tragedy. As it is performed at the Theatre Royal in the Hay-Market. By Hall Hartson, Esqr.",,"London : sold by W. Griffin,",,
,Ecco-TCP,K036558.000,,CW110294270,,,,T34229,,"Trusler, John, 1735-1820.",1768,The country election; a farce: in two acts:,,"London : sold by S. Hooper,",,
,Ecco-TCP,K036643.000,,CW110395154,,,,T34377,,"Pinkerton, John, 1758-1826.",1776,Craigmillar Castle: An elegy.,,"Edinburgh : printed for the author,",,
,Ecco-TCP,K036679.000,,CW109973935,,,,T34439,,"O'Brien, William, d. 1815.",[1772],"Cross purposes: a farce of two acts, as it is performed at the Theatre-Royal in Covent-Garden.",,"London : printed for T. Davies; and sold by W. Goldsmith,",,
,Ecco-TCP,K036683.000,,CW110157923,,,,T34448,,"Centlivre, Susanna, 1667?-1723.",1717,"The cruel gift: a tragedy. As it is acted at the Theatre Royal in Drury-Lane, by His Majesty's servants. By Mrs. Cent Livre.",,"London : printed for E. Curl, and A. Bettesworth,",,
,Ecco-TCP,K036704.000,,CW106688338,,,,T34490,,"Morton, Thomas, 1764-1838.",1797,"A cure for the heart-ache: a comedy, in five acts, as performed at the Theatre-Royal, Covent-Garden by Thomas Morton, ...",,"Dublin : printed by P. Wogan,",,
,Ecco-TCP,K036706.000,,CW117024964,,,,T34498,,"Brown, John, 1715-1766.",1763,The cure of Saul: A sacred ode. Written by Dr. Brown.,,"London : printed for L. Davis and C. Reymers,",,
,Ecco-TCP,K036735.000,,CW113161814,,,,T34538,,"Garrick, David, 1717-1779.",1766 [1767?],"Cymon: A dramatic romance. As it is performed at the Theatre-Royal, in Drury-Lane.",,"London : printed for the proprietor,",,
,Ecco-TCP,K036746.000,,CW112468625,,,,T34551,,"Hoole, John, 1727-1803.",1768,Cyrus: a tragedy. As it is performed at the Theatre Royal in Covent-Garden. By John Hoole.,,"London : printed for T. Davies,",,
,Ecco-TCP,K036801.000,,CW100989185,,,,T34655,,"Hawkins, John, Sir, 1719-1789.",1780,"A dissertation on the armorial ensigns of the County of Middlesex, and of the Abbey and City of Westminster. By Sir John Hawkins, Knt.:",,"[London], ",,
,Ecco-TCP,K036824.000,,CW112995554,,,,T34690,,"Oldys, William, 1696-1761.",1731,A dissertation upon pamphlets: In a letter to a nobleman.,,"London : printed in the year,",,
,Ecco-TCP,K036834.000,,CW123393765,,,,T34702,,"Paley, William, 1743-1805.",1782,"A distinction of orders in the Church defended upon principles of public utility, in a sermon preached in the castle-chapel, Dublin, at the consecration of John Law, D.D. Lord Bishop of Clonfert and Kilmacduagh, September 21, 1782. By William Paley,:",,"London : printed for Robert Faulder,",,
,Ecco-TCP,K036921.000,,CW111745815,,,,T34841,,"Boswell, James, 1740-1795.",1767,Dorando: a Spanish tale.,,"London : printed for J. Wilkie. Sold also by J. Dodsley, T. Davies, and by the booksellers of Scotland,",,
,Ecco-TCP,K036934.000,,CW111703747,,,,T34858,,"Theobald, Mr. (Lewis), 1688-1744.",1728,"Double falshood: or, the distrest lovers. A play, as it is acted at the Theatre-Royal in Drury-Lane. Written originally by W. Shakespeare; and now revised and adapted to the stage by Mr. Theobald, ...",,"London : printed by J. Watts,",,
,Ecco-TCP,K036942.000,,CW114475162,,,,T34870,,"Home, John, 1722-1808.",1757,Douglas: a tragedy. As it is acted at the Theatre-Royal in Covent-Garden.,,"London : printed for A. Millar,",,
,Ecco-TCP,K036971.000,,CW110022950,,,,T34920,,"Downman, Hugh, 1740-1809.",1775,"The drama, a poem:",,"London : printed for J. Williams,",,
,Ecco-TCP,K036998.000,,CW106961880,,,,T34966,,"Turner, Daniel, 1667-1741.",1735,"The drop and pill of Mr. Ward, consider'd: as well in respect to their composition, as their operation and effects. ... In an epistle to Dr. James Jurin, ... from Daniel Turner, ...",,"London : printed for John Clarke,",,
,Ecco-TCP,K037020.000,,CW113526280,,,,T34998,,"Kenrick, W. (William), 1725?-1779.",[1773],"The duellist, a comedy: As it is acted at the Theatre Royal in Covent Garden. Written by W. Kenrick, LL.D.",,"London : printed for T. Evans,",,
,Ecco-TCP,K037046.000,,CW114507302,,,,T35033,,"Holcroft, Thomas, 1745-1809.",1781,"Duplicity: a comedy. As it is performed at the Theatre-Royal, in Covent-Garden. By Thomas Holcroft.",,"London : printed for G. Robinson,",,
,Ecco-TCP,K037129.000,,CW106677745,,,,T35155,,"Pilon, Frederick, 1750-1788.",1785,"The fair American: a comic opera, in three acts; as it is performed, with universal applause, at the Theatre-Royal, Drury-Lane. Written by F. Pilon.:",,"London : printed by J. Almon,",,
,Ecco-TCP,K037184.000,,CW113180882,,,,T35251,,"Hawkesworth, John, 1715?-1773.",1774,The fall of Egypt; an oratorio. As it is performed at the Theatre Royal in Drury-lane. Written by the late John Hawkesworth LL.D. and set to musick by John Stanley:,,"London : printed: and sold by Mr. Condell,",,
,Ecco-TCP,K037200.000,,CW110147067,,,,T35272,,"Cumberland, Richard, 1732-1811.",1797,"False impressions: a comedy in five acts. Performed at the Theatre Royal, Covent Garden. By Richard Cumberland, Esq.",,"London : printed for C. Dilly,",,
,Ecco-TCP,K037211.000,,CW113846014,,,,T35288,,"Kenrick, W. (William), 1725?-1779.",1766,"Falstaff's wedding: a comedy: as it is acted at the Theatre Royal in Drury-Lane. Being a sequel to the second part of the play of King Henry the fourth. Written in imitation of Shakespeare, by W. Kenrick.",,"London : printed for L. Davis and C. Reymers; and J. Payne,",,
,Ecco-TCP,K037240.000,,CW114390574,,,,T35353,,"Hill, Aaron, 1685-1750.",1743,"The fanciad. An heroic poem. In six cantos. To His Grace the Duke of Marlborough, on the turn of his genius to arms:",,"London : printed for J. Osborn,",,
,Ecco-TCP,K037293.000,,CW110244920,,,,T35427,,"Home, John, 1722-1808.",1769,"The fatal discovery. A tragedy. As it is performed at the Theatre-Royal, in Drury-Lane:",,"London : printed for T. Becket and P. A. De Hondt,",,
,Ecco-TCP,K037297.000,,CW113260039,,,,T35431,,"More, Hannah, 1745-1833.",1779,"The fatal falsehood: a tragedy: As it is acted at the Theatre-Royal, in Covent-Garden. By the author of Percy.",,"London : printed for T. Cadell,",,
,Ecco-TCP,K037302.000,,CW110245178,,,,T35438,,"Cowley, Mrs. (Hannah), 1743-1809.",1788,"The fate of Sparta: or, the rival kings. A tragedy. As it is acted at the Theatre-Royal, in Drury-Lane. By Mrs. Cowley.",,"London : printed for G. G. J. and J. Robinson,",,
,Ecco-TCP,K037372.000,,CW106674457,,,,T35551,,"Cobb, James, 1756-1818.",1787,The first floor; a farce: In two acts. As it is now acting at the Theatre Royal in Drury Lane.,,"London : printed for C. Dilly,",,
,Ecco-TCP,K037398.000,,CW110215249,,,,T35600,,"Warton, Thomas, 1728-1790.",1745,"Five pastoral eclogues: the scenes of which are suppos'd to lie among the shepherds, oppress'd by the war in Germany:",,"London : printed for R. Dodsley,",,
,Ecco-TCP,K037413.000,,CW110600190,,,,T35621,,"More, Hannah, 1745-1833.",1786,"Florio: a tale: for fine gentlemen and fine ladies: and, the bas bleu; or, conversation: two poems.",,"London : printed for T. Cadell,",,
,Ecco-TCP,K037447.000,,CW113793137,,,,T35678,,"O'Hara, Kane, 1714?-1782.",1773,"The golden pippin: an English burletta, in three acts. As it is performed at the Theatre-Royal, Covent-Garden. By the author of Midas.",,"London : printed for T. Becket,",,
,Ecco-TCP,K037448.000,,CW115804757,,,,T35679,,,1732,"The golden verses of Pythagoras: Translated from the Greek, by N. Rowe, Esq; With A poem on the late glorious successes, &c. and an Ode for the New-Year, MDCCXVI. By the same hand.",,"London : printed for J. Tonson: and sold by W. Feales,",,
,Ecco-TCP,K037476.000,,CW116259416,,,,T35726,,"More, Hannah, 1745-1833.",[1796],"The good militia man: or, the man that is worth a host, being a new song, by honest Dan the plough-boy turned soldier.",,"[London] : Sold by J. Marshall, and R. White, London. By S. Hazard, at Bath: J. Elder, at Edinburgh,",,
,Ecco-TCP,K037587.000,,CW116021642,,,,T35941,,"More, Hannah, 1745-1833.",[1796],"The Hackney coachman; or, the way to get a good fare:",,"[London] : Sold by J. Marshall, and R. White, London. By S. Hazard, at Bath, and by all booksellers, newsmen, and hawkers in town and country,",,
,Ecco-TCP,K037647.000,,CW106676325,,,,T36030,,"Dibdin, Charles, 1745-1814.",1787,"Harvest-home: A comic opera, in two acts. As performed, with universal applause, at the Theatre-Royal, in the Hay-Market. By Mr. Dibdin.",,"London : printed for Harrison and Co.,",,
,Ecco-TCP,K037656.000,,CW114025569,,,,T36051,,"Pilon, Frederick, 1750-1788.",1786,He would be a soldier: A comedy in five acts. ... Written by Frederick Pilon. ...,,"London : printed for G.G.J. and J. Robinson,",,
,Ecco-TCP,K037672.000,,CW112016647,,,,T36072,,"Delap, J. (John), 1725-1812.",1762,"Hecuba, a tragedy: As it is acted at the Theatre Royal in Drury-Lane.",,"London : printed for R. and J. Dodsley,",,
,Ecco-TCP,K037679.000,,CW115657260,,,,T36080,,"Burgoyne, John, 1722-1792.",1786,The heiress: A comedy in five acts. As performed at the Theatre-Royal Drury-Lane.,,"London : printed for J. Debrett,",,
,Ecco-TCP,K037709.000,,CW117072164,,,,T36154,,"MacNally, Leonard, 1752-1820.",1776,"An heroic answer, from Richard Twiss, Esq: F.R.S. at Rotterdam, to Donna Teresa Pinna Ruiz, of Murica.",,"Dublin : printed for W. Wilson,",,
,Ecco-TCP,K037725.000,,CW110072817,,,,T36173,,"Holcroft, Thomas, 1745-1809.",1798,"He's much to blame: a comedy: in five acts. As performed at the Theatre Royal, Covent Garden.",,"London : printed for G.G. and J. Robinson,",,
