UID,COLLECTION,TCP,EEBO,ECCO,VID,Book ID,STC,ESTC,Status,Author,Date,Title,Terms,Publisher,Pages,Word Count
, Ecco-Unfinished,K031308.000,,CW113610269,,,,T22957,,"Garrick, David, 1717-1779.",1775,"Bon ton: or, high life above stairs. A comedy. In two acts. As it is performed at the Theatre Royal, in Drury-Lane.",,"London : printed for T. Becket,",,
, Ecco-Unfinished,K032020.000,,CW100096827,,,,T26162,,"Boswell, James, 1740-1795.",1769,"An account of Corsica: the journal of a tour to that island, and memoirs of Pascal Paoli. By James Boswell, Esq; Illustrated with a new and accurate map of Corsica.",,"London : printed for Edward and Charles Dilly,",,
, Ecco-Unfinished,K032309.000,,CW110564512,,,,T26860,,"Centlivre, Susanna, 1667?-1723.",1705,"The gamester: a comedy: As it is acted at the New-Theatre in Lincolns-Inn-Fields, by Her Majesty's servants.",,"London : printed for William Turner, and William Davis,",,
, Ecco-Unfinished,K032312.000,,CW110140958,,,,T26863,,"Centlivre, Susanna, 1667?-1723.",[1703],The stolen heiress or the Salamanca doctor outplotted. A comedy. As it is acted at the New Theatre in Lincolns-Inn-Fields. By Her Majesties servants:,,"London : printed for William Turner at the Angel at Lincolns-Inn-Back Gate, and John Nutt near Stationers-Hall,",,
, Ecco-Unfinished,K032876.000,,CW112997386,,,,T27764,,"Tickell, Richard, 1751-1793.",1779,"Epistle from the Honourable Charles Fox: partridge-shooting, to the Honourable John Townshend, cruising.",,"London : printed for R. Faulder,",,
, Ecco-Unfinished,K033168.000,,CW113392031,,,,T28314,,"Colman, George, 1732-1794.",[1780],"The manager in distress: A prelude on opening the Theatre-Royal in the Hay-Market, May 30, 1780. By George Colman.",,"London : printed for T. Cadell,",,
, Ecco-Unfinished,K033170.000,,CW113654700,,,,T28318,,"Colman, George, 1732-1794.",1763,The deuce is in him: A farce of two acts. As it is performed at the Theatre Royal in Drury Lane.,,"London : printed for T. Becket, and P.A. De Hondt; and T. Davies,",,
, Ecco-Unfinished,K033573.000,,CW110292732,,,,T29053,,"Colman, George, 1732-1794.",1761,"The jealous wife: a comedy. As it is acted at the Theatre-Royal in Drury-Lane. By George Colman, Esq.",,"London : printed for J. Newbery; T. Becket, and Company; T. Davies; W. Jackson, Oxford; and A. Kincaid, and Company, Edinburgh,",,
, Ecco-Unfinished,K033686.000,,CW116020646,,,,T29245,,"Garrick, David, 1717-1779.",[1769],"The jubilee concert: or, the Warwickshire lad. Being, a collection of songs performed at the jubilee, in honour of Shakespear, at Stratford upon Avon, and at the Theatre Royal, Drury-Lane.",,"[London] : Printed and sold in Stonecutter Street [by A. Sympson], Fleet Market,",,
, Ecco-Unfinished,K033819.000,,CW106674607,,,,T29497,,"Foote, Samuel, 1720-1777.",1754,"The knights: A comedy, in two acts. As it is performed at the Theatre-Royal in Drury-Lane. By Samuel Foote, Esq;.",,"London : printed for P. Vaillant,",,
, Ecco-Unfinished,K033846.000,,CW106672637,,,,T29575,,"Cumberland, Richard, 1732-1811.",[1794],"The box-lobby challenge, a comedy: As performed at the Theatre-Royal, Hay-Market. Written by Richard Cumberland, Esq.",,"London : printed for J. Debrett,",,
, Ecco-Unfinished,K033928.000,,CW113962697,,,,T29712,,"Amhurst, N. (Nicholas), 1697-1742.",1722,"The British general: a poem, sacred to the memory of His Grace John, Duke of Marlborough. Inscribed to the Right Honourable William, Earl Cadogan. By N. Amhurst.",,"London : printed for R. Francklin,",,
, Ecco-Unfinished,K033930.000,,CW113366933,,,,T29716,,"Reed, Joseph, 1723-1787.",1756,A British philippic. Inscribed to the right honourable the Earl of Granville:,,"London : printed for the author, and sold by T. Kinnersly; and by the booksellers of London and Westminster,",,
, Ecco-Unfinished,K034255.000,,CW124494151,,,,T30489,,"Hawkins, John, Sir, 1719-1789.",1770,"A charge to the Grand Jury of the County of Middlesex. Delivered ... on Monday the eighth day of January 1770. By John Hawkins,:",,"London : printed for J. Worrall and B. Tovey,",,
, Ecco-Unfinished,K034256.000,,CW124494176,,,,T30490,,"Hawkins, John, Sir, 1719-1789.",1780,"A charge to the Grand Jury of the County of Middlesex, delivered ... on Monday the eleventh day of September, 1780. By Sir John Hawkins, Knt.:",,"London : printed for Edward Brooke,",,
, Ecco-Unfinished,K034294.000,,CW110560773,,,,T30558,,"Cobb, James, 1756-1818.",1795,"The Cherokee: an opera, as performed at the Theatre-Royal, Drury-Lane. By the author of The haunted tower.",,"London : printed in the year,",,
, Ecco-Unfinished,K034338.000,,CW113793233,,,,T30630,,"Cumberland, Richard, 1732-1811.",1775,"The choleric man: A comedy. As it is performed at the Theatre-Royal in Drury-Lane. By Richard Cumberland, Esq.",,"London : printed for T. Becket,",,
, Ecco-Unfinished,K034353.000,,CW106677023,,,,T30654,,"Lillo, George, 1693-1739.",1735,The Christian hero: a tragedy: As it is acted at the Theatre Royal in Drury-lane. By His Majesty's servants. By Mr. Lillo.,,"London : printed for John Gray,",,
, Ecco-Unfinished,K034709.000,,CW121552460,,,,T31187,,"Amhurst, N. (Nicholas), 1697-1742.",1718,"A congratulatory epistle from His Holiness the Pope, to the Reverend Dr. Snape: Faithfully translated from the Latin original into English verse. By the author of Protestant popery.",,"London : printed for E. Curll,",,
, Ecco-Unfinished,K034728.000,,CW114386969,,,,T31215,,"Pix, Mary, 1666-1720.",1705,The conquest of Spain: a tragedy. As it is acted by Her Majesty's servants at the Queen's Theatre in the Hay-Market:,,"London : printed for Richard Wellington,",,
, Ecco-Unfinished,K035289.000,,CW114506901,,,,T32072,,"Bickerstaff, Isaac, 1735-1812.",1765,"Daphne and Amintor: A comic opera, in one act, as it is performed at the Theatre Royal in Drury-Lane.",,"London : printed for J. Newbery, W. Griffin, W. Nicoll, and Becket and De Hondt,",,
, Ecco-Unfinished,K035558.000,,CW113914924,,,,T32471,,"Centlivre, Susanna, 1667?-1723.",1749,The election. A comedy of three acts. As it is now acting in London with great applause:,,"London : printed in the year,",,
, Ecco-Unfinished,K035628.000,,CW113547009,,,,T32616,,"Mason, William, 1725-1797.",1752,Elfrida: a dramatic poem. Written on the model of the antient Greek tragedy. By Mr. Mason.,,"London : printed for J. and P. Knapton,",,
, Ecco-Unfinished,K035634.000,,CW123969335,,,,T32628,,"Kames, Henry Home, Lord, 1696-1782.",1777,Elucidations respecting the Common and Statute Law of Scotland:,,"Edinburgh : printed for William Creech; and sold, in London, by T. Cadell,",,
, Ecco-Unfinished,K035696.000,,CW111175077,,,,T32726,,"Warton, Thomas, 1728-1790.",1782,"An enquiry into the authenticity of the poems attributed to Thomas Rowley: In which the arguments of the dean of Exeter, and Mr. Bryant, are examined. By Thomas Warton, Fellow of Trinity College Oxford, and F.S.A.",,"London : printed for J. Dodsley, and sold by Mess. Fletchers at Oxford,",,
, Ecco-Unfinished,K035747.000,,CW111210938,,,,T32792,,"Bickerstaff, Isaac, 1735-1812.",1769,"The Ephesian matron: A comic serenata, after the manner of the Italian. As it is performed at Ranelagh House. The music by Mr. Dibdin.",,"London : printed for W. Griffin,",,
, Ecco-Unfinished,K035761.000,,CW110147461,,,,T32819,,"Amhurst, N. (Nicholas), 1697-1742.",1719 [1718],"An epistle from the Princess Sobieski to the Chevalier de St. George. By Mr. N. Amhurst,:",,"London : printed for E. Curll,",,
, Ecco-Unfinished,K035866.000,,CW119817470,,,,T32968,,"Defoe, Daniel, 1661?-1731.",1705 [1704?],"The paralel: or, persecution of Protestants the shortest way to prevent the growth of popery in Ireland:",,"Dublin [i.e. London?] : printed in the year,",,
, Ecco-Unfinished,K035867.000,,CW105129039,,,,T32969,,"Defoe, Daniel, 1661?-1731.",1704 [1703],Some remarks on the first chapter in Dr. Davenant's Essays:,,"London : printed and sold by A. Baldwin,",,
, Ecco-Unfinished,K035869.000,,CW120912183,,,,T32972,,"Defoe, Daniel, 1661?-1731.",1704,The shortest way to peace and union: by the author of The true born English-man.,,"London : printed in the year,",,
, Ecco-Unfinished,K035874.000,,CW120369469,,,,T32978,,"Defoe, Daniel, 1661?-1731.",1704,"Royal religion; being some enquiry after the piety of princes: With remarks on a book, entituled, A form of prayers us'd by King William.",,"London : printed in the year,",,
, Ecco-Unfinished,K035875.000,,CW120385039,,,,T32980,,"Defoe, Daniel, 1661?-1731.",1704,More short-ways with the Dissenters:,,"London : printed in the year,",,
, Ecco-Unfinished,K035876.000,,CW108171008,,,,T32982,,"Defoe, Daniel, 1661?-1731.",1701,The history of the Kentish petition:,,"London : printed in the year,",,
, Ecco-Unfinished,K035919.000,,CW111308245,,,,T33046,,"Thomson, James, 1700-1748.",1727,Summer: A poem. By James Thomson.,,"London : printed for J. Millan,",,
, Ecco-Unfinished,K036003.000,,CW104917173,,,,T33246,,"Smollett, Tobias George, 1721-1771.",1752,"A faithful narrative of the base and inhuman arts that were lately practised upon the brain of Habbakkuk Hilding, ... By Drawcansir Alexander,:",,"London : printed for J. Sharp,",,
, Ecco-Unfinished,K036054.000,,CW102842508,,,,T33328,,"Pinkerton, John, 1758-1826.",1784,An essay on medals:,,"London : printed for James Dodsley,",,
, Ecco-Unfinished,K036080.000,,CW103854700,,,,T33371,,"Kames, Henry Home, Lord, 1696-1782.",1797,"An essay on the hereditary and indefeasible right of kings. Composed in the year 1745, by Lord Kames:",,"Edinburgh : printed by Thomas Maccliesh and Co.,",,
, Ecco-Unfinished,K036094.000,,CW107299611,,,,T33394,,"Dennis, John, 1657-1734.",1702,"An essay on the navy: or England's advantage and safety, prov'd dependant on a formidable and well-disciplined navy; ... In two parts. ... By the author of the Seamen's case.",,"London : printed for, and sold by John Nutt,",,
, Ecco-Unfinished,K036136.000,,CW119839839,,,,T33453,,"Berkeley, George, 1685-1753.",1721,An essay towards preventing the ruine of Great Britain:,,"London : printed: and sold by J. Roberts,",,
, Ecco-Unfinished,K036168.001,,CW117566940,,,,T33490,,"Hume, David, 1711-1776.",1760,"Essays and treatises: on several subjects. By David Hume, Esq; In four volumes. ... [pt.1]",,"London : printed for A. Millar; and A. Kincaid and A. Donaldson, at Edinburgh,",,
, Ecco-Unfinished,K036168.002,,CW117566940,,,,T33490,,"Hume, David, 1711-1776.",1760,"Essays and treatises: on several subjects. By David Hume, Esq; In four volumes. ... [pt.2]",,"London : printed for A. Millar; and A. Kincaid and A. Donaldson, at Edinburgh,",,
, Ecco-Unfinished,K036168.004,,CW117566940,,,,T33490,,"Hume, David, 1711-1776.",1760,"Essays and treatises: on several subjects. By David Hume, Esq; In four volumes. ... [pt.4]",,"London : printed for A. Millar; and A. Kincaid and A. Donaldson, at Edinburgh,",,
, Ecco-Unfinished,K036177.000,,CW121210948,,,,T33499,,"Smith, Adam, 1723-1790.",1795,"Essays on philosophical subjects: By the late Adam Smith, ... To which is prefixed, An account of the life and writings of the author; by Dugald Stewart, ...",,"London : printed for T. Cadell Jun. and W. Davies (successors to Mr. Cadell); and W. Creech, Edinburgh,",,
, Ecco-Unfinished,K036665.000,,CW113880070,,,,T34417,,"Blair, Hugh, 1718-1800.",1763,A critical dissertation on the poems of Ossian: the son of Fingal.,,"London : printed for T. Becket and P. A. De Hondt,",,
, Ecco-Unfinished,K037151.000,,CW115366556,,,,T35205,,"Garrick, David, 1717-1779.",1755,"The fairies. An opera: Taken from A midsummer night's dream, written by Shakespear. As it is perform'd at the Theatre-Royal in Drury-Lane. The songs from Shakespear, Milton, Waller, Dryden, Lansdown, Hammond, &c. The music composed by Mr. Smith.",,"London : printed for J. and R. Tonson and S. Draper,",,
, Ecco-Unfinished,K037153.000,,CW111601821,,,,T35208,,"Colman, George, 1732-1794.",1771,The fairy prince: a masque. As it is performed at the Theatre-Royal in Covent-Garden.,,"London : printed for T. Becket,",,
, Ecco-Unfinished,K037155.000,,CW107930446,,,,T35210,,"Colman, George, 1732-1794.",1763,A fairy tale: In two acts. Taken from Shakespeare. As it is performed at the Theatre-Royal in Drury-Lane.,,"London : printed for J. and R. Tonson,",,
, Ecco-Unfinished,K037258.000,,CW115852132,,,,T35380,,"Garrick, David, 1717-1779.",1762,The farmer's return from London: An interlude. As it is performed at the Theatre-Royal in Drury-Lane.,,"Dublin : printed for William Smith,",,
, Ecco-Unfinished,K037374.000,,CW114913440,,,,T35554,,"Cumberland, Richard, 1732-1811.",1795,"First love: a comedy: Performed at the Theatre Royal, Drury-Lane. By Richard Cumberland, Esq.",,"Dublin : printed by H. Fitzpatrick, for Messrs. P. Byrne, P. Wogan, W. Jones, G. Burnet [and 3 others in Dublin],",,
, Ecco-Unfinished,K037417.000,,CW106673451,,,,T35625,,"Garrick, David, 1717-1779.",1758,"Florizel and Perdita: A dramatic pastoral, in three acts. Alter'd from The winter's tale of Shakespear. By David Garrick. As it is performed at the Theatre Royal in Drury-Lane.",,"London : printed for J. and R. Tonson,",,
, Ecco-Unfinished,K037562.000,,CW110072693,,,,T35901,,"Garrick, David, 1717-1779.",1759,The guardian. A comedy: of two acts. As it is perform'd at the Theatre-Royal in Drury-Lane.,,"London : printed for J. Newbery; and sold by R. Bailye, Litchfield; J. Leake and W. Frederick, Bath; B. Collins, Salisbury; and S. Stabler at York,",,
, Ecco-Unfinished,K037704.000,,CW112123274,,,,T36149,,"Longueville, Peter, fl. 1727.",1727,"The hermit: or, the unparalled [sic] sufferings and surprising adventures of Mr. Philip Quarll, an Englishman. Who was lately discovered by Mr. Dorrington a Bristol merchant, ...",,"Westminster : printed by J. Cluer and A. Campbell for T. Warner and B. Creake,",,
, Ecco-Unfinished,K037740.000,,CW112470135,,,,T36198,,"Townley, James, 1714-1778.",1759,High life below stairs: A farce of two acts. As it is performed at the Theatre-Royal in Drury-Lane.,,"London : printed for J. Newbery; R. Bailye, at Litchfield; J. Leake and W. Frederick, at Bath; B. Collins, at Salisbury, and S. Stabler at York,",,
, Ecco-Unfinished,K039108.000,,CW104638755,,,,T38484,,"Eddis, William, 1738-1825.",1792,"Letters from America, historical and descriptive; comprising occurrences from 1769, to 1777, inclusive. By William Eddis,:",,"London : printed for the author, and sold by C. Dilly,",,
, Ecco-Unfinished,K039493.000,,CW113180968,,,,T39069,,"Foote, Samuel, 1720-1777.",1764,"The mayor of Garret: A comedy, in two acts. As it is performed at the Theatre-Royal in Drury-Lane. By Samuel Foote, Esq;.",,"London : printed for P. Vaillant,",,
, Ecco-Unfinished,K039588.000,,CW110376622,,,,T39257,,"Hill, Aaron, 1685-1750.",1749,"Merope: A tragedy. Acted at the Theatre-Royal in Drury-Lane, by His Majesty's servants. By Aaron Hill, Esq;.",,"Dublin : printed by S. Powell, for G. and A. Ewing, G. Faulkner, J. Exshaw, W. Brien, R. James, and J. Esdall,",,
, Ecco-Unfinished,K039684.000,,CW113006788,,,,T39413,,"Arnold, Cornelius, 1711-1757?",1755,The mirror. A poetical essay. In the manner of Spenser:,,"[London] : anno,",,
, Ecco-Unfinished,K040288.000,,CW110606423,,,,T40416,,"Garrick, David, 1717-1779.",1758,"The gamesters: a comedy. Alter'd from Shirley. As it is perform'd, by His Majesty's servants, at the Theatre-Royal in Drury-Lane.",,"London : printed for J. and R. Tonson,",,
, Ecco-Unfinished,K040548.000,,CW112280803,,,,T40857,,"Whitehead, William, 1715-1785.",1777,The goat's beard. A fable:,,"London : printed for J. Dodsley,",,
, Ecco-Unfinished,K040976.000,,CW110293171,,,,T41649,,"Colman, George, 1732-1794.",1762,The musical lady. A farce: As it is acted at the Theatre-Royal in Drury-Lane.,,"London : printed for T. Becket and P.A. Dehondt,",,
, Ecco-Unfinished,K041210.000,,CW110214473,,,,T42024,,"Cumberland, Richard, 1732-1811.",1776,"Odes: by Richard Cumberland, Esq;.",,"London : printed for J. Robson,",,
, Ecco-Unfinished,K041405.000,,CW110442166,,,,T42323,,"Kotzebue, August von, 1761-1819.",1799,"Pizarro: a tragedy, in five acts; as performed at the Theatre Royal in Drury-Lane: taken from the German drama of Kotzebue; and adapted to the English stage by Richard Brinsley Sheridan.",,"Dublin : printed for J. Moore,",,
, Ecco-Unfinished,K041513.000,,CW113174199,,,,T42536,,"Savage, Richard, d. 1743.",[1736],"A poem on the birth-day of the Prince of Wales. ... By Richard Savage,:",,"London : printed for J. Roberts,",,
, Ecco-Unfinished,K041533.000,,CW110104518,,,,T42566,,"Thomson, James, 1700-1748.",1737,"A poem, to the memory of the Right Honourable the Lord Talbot, late Chancellor of Great Britain. By Mr. Thomson:",,"London : printed for A. Millar,",,
, Ecco-Unfinished,K041573.001,,CW110609454,,,,T42617,,"Smart, Christopher, 1722-1771.",1791,"The poems, of the late Christopher Smart, ... Consisting of his prize poems, odes, sonnets, and fables, Latin and English translations;: [pt.1]",,"Reading : printed and sold by Smart and Cowslade; and sold by F. Power and Co., London,",,
, Ecco-Unfinished,K041573.002,,CW110609454,,,,T42617,,"Smart, Christopher, 1722-1771.",1791,"The poems, of the late Christopher Smart, ... Consisting of his prize poems, odes, sonnets, and fables, Latin and English translations;: [pt.2]",,"Reading : printed and sold by Smart and Cowslade; and sold by F. Power and Co., London,",,
, Ecco-Unfinished,K041599.000,,CW111602147,,,,T42646,,"Amhurst, N. (Nicholas), 1697-1742.",1720,"Poems on several occasions: Dedicated to the Reverend Dr. Delaune, ... By N. Amhurst, ...",,"London : printed for R. Francklin,",,
, Ecco-Unfinished,K041626.000,,CW113551263,,,,T42675,,"Chatterton, Thomas, 1752-1770.",1777,"Poems, supposed to have been written at Bristol: by Thomas Rowley, and others, in the fifteenth century; ... To which are added, a preface, an introductory account ... and a glossary.",,"London : printed for T. Payne and Son,",,
, Ecco-Unfinished,K041913.000,,CW111149687,,,,T43226,,"Whitehead, William, 1715-1785.",1744,"On nobility: an epistle to the Right Honble. the Earl of ****** by Mr. William Whitehead,:",,"London : printed for R. Dodsley; and sold by M. Cooper,",,
, Ecco-Unfinished,K041981.000,,CW110245999,,,,T43347,,"Foote, Samuel, 1720-1777.",1762,The orators: As it is now performing at the New Theatre in the Hay-Market. Written by Mr. Foote.,,"London : printed for J. Coote; G. Kearsly; and T. Davies,",,
, Ecco-Unfinished,K042003.000,,CW101586147,,,,T43436,,"Bulstrode, Richard, Sir, 1610-1711.",1712,"Original letters written to the Earl of Arlington: by Sir Richard Bulstrode, envoy at the Court of Brussels from King Charles II, &c. containing the most remarkable transactions, both in court and camp, during his ministry, ...",,"London : printed for R. Sare, and sold by J. Morphew,",,
, Ecco-Unfinished,K042268.000,,CW113538632,,,,T43876,,"Centlivre, Susanna, 1667?-1723.",1712,"The perplex'd lovers. A comedy. As it is acted at the Theatre-Royal in Drury-Lane, by Her Majesty's servants. Written by Mrs. Susanna Cent-livre:",,"London : printed for Owen Lloyd, near the CHurch in the Temple; William Lewis, under Tom's Coffee-House in Covent-Garden; John Graves, next White's Chocolate-House in St. James-Street; and Tho. Harbin, in the lower walk of the New-Exchange in the Strand,",,
, Ecco-Unfinished,K042279.000,,CW114875057,,,,T43896,,"Williams, Helen Maria, 1762-1827.",1784,"Peru, a poem. In six cantos. By Helen Maria Williams:",,"London : printed for T. Cadell,",,
, Ecco-Unfinished,K042362.000,,CW109974452,,,,T44027,,"Colman, George, 1732-1794.",1760,Polly Honeycombe: a dramatick novel of one act. As it is now acted at the Theatre-Royal in Drury-Lane.,,"London : printed for T. Becket; and T. Davies,",,
, Ecco-Unfinished,K042402.000,,CW110293135,,,,T44087,,"Colman, George, 1732-1794.",MCCCLXX [1770],The portrait; a burletta: As it is performed at the Theatre Royal in Covent-Garden. The music by Mr. Arnold.,,"London : printed for T. Becket and Co.,",,
, Ecco-Unfinished,K042725.000,,CW110214515,,,,T44571,,"Tickell, Richard, 1751-1793.",1778,The project. A poem. Dedicated to Dean Tucker:,,"London : printed for T. Becket,",,
, Ecco-Unfinished,K042893.000,,CW113683287,,,,T44863,,"Chatterton, Thomas, 1752-1770.",1795,"The revenge, a burletta; acted at Marybone Gardens, MDCCLXX. With additional songs. By Thomas Chatterton:",,"London : printed by C. Roworth; for T. King; H. Chapman; and J. Egerton,",,
, Ecco-Unfinished,K043180.000,,CW112460562,,,,T45425,,"Cumberland, Richard, 1732-1811.",1794,"The Jew: a comedy. Performed at the Theatre-Royal, Drury-Lane. By Richard Cumberland, Esq.",,"London : printed for C. Dilly,",,
, Ecco-Unfinished,K044091.000,,CW112974608,,,,T46876,,"Dennis, John, 1657-1734.",1729,"Remarks upon several passages in the preliminaries to the Dunciad, ... And upon several passages in Pope's preface to his translation of Homer's Iliad. ... With original letters from Sir Richard Steele, ... Mr. Gildon, ... Mr. Jacob, and from Mr. Pope himself, ... By Mr. Dennis:",,"London : printed for H. Whitridge,",,
, Ecco-Unfinished,K044290.000,,CW100728150,,,,T47194,,,1711,"The Scotch medal decipher'd: and the new hereditary-right men display'd: or, remarks on the late proceedings of the Faculty of Advocates at Edinburgh, upon receiving the Pretender's medal. With an account of the laws which make those proceedings high-treason. To which the said proceedings are prefix'd.",,"London : printed for S. Popping,",,
, Ecco-Unfinished,K044743.000,,CW120539060,,,,T47808,,"Townley, James, 1714-1778.",1759,"A sermon preached before the Right Honourable the Lord-Mayor: ... in the Cathedral church of St. Paul, on Thursday, November 29, 1759; ... By James Townley, ...",,"London : printed for H. Kent; T. Field; and J. Walter,",,
, Ecco-Unfinished,K044761.000,,CW120503293,,,,T47830,,"Townley, James, 1714-1778.",1752,"A sermon preached before the Sons of the Clergy: in the Cathedral Church of St. Paul, on Thursday, April 16, 1752. By James Townley, ... To which is annexed, a list of the annual amount of the collection for this charity, from the year 1721.",,"London : printed for J. Whiston, and B. White,",,
, Ecco-Unfinished,K045305.000,,CW112952890,,,,T48740,,"Amhurst, N. (Nicholas), 1697-1742.",1718,Strephon's revenge: a satire on the Oxford toasts. Inscrib'd to the author of Merton walks.,,"London : printed for R. Francklin: and sold by J. Bettenham,",,
, Ecco-Unfinished,K045478.000,,CW110156644,,,,T48972,,"Colman, George, 1762-1836.",1792,"The surrender of Calais: A play. In three acts. By George Colman, Jun. Esq. as performed at the Little Theatre Hay-Market.",,"Dublin : printed by P. Byrne,",,
, Ecco-Unfinished,K045733.000,,CW117402533,,,,T49331,,"Colman, George, 1732-1794.",1795,"Some particulars of the life of the late George Colman, Esq. Written by himself, and delivered by him to Richard Jackson, ... for publication after his decease:",,"[London] : Printed for T. Cadell, jun. and W. Davies, (successors to Mr. Cadell),",,
, Ecco-Unfinished,K045924.000,,CW105621345,,,,T49640,,"Burke, Edmund, 1729-1797.",1780,"Speech of Edmund Burke, Esq. Member of Parliament for the City of Bristol: on presenting to the House of Commons (on the 11th of February, 1780) a plan for the better security of the independence of Parliament, and the oeconomical reformation of the civil and other establishments.",,"London : printed for J. Dodsley,",,
, Ecco-Unfinished,K045992.000,,CW113427011,,,,T49768,,"Winchilsea, Anne Kingsmill Finch, Countess of, 1661-1720.",1709,The spleen: a pindarique ode. By a lady. Together with A prospect of death: a pindarique essay.,,"London : printed and sold by H. Hills,",,
, Ecco-Unfinished,K046508.000,,CW114702915,,,,T50739,,"Stevens, George Alexander, 1710-1784.",1800?],The vicar and Moses:,,"[London?, ",,
, Ecco-Unfinished,K046949.000,,CW110912934,,,,T51655,,"Foote, Samuel, 1720-1777.",[1747],"A treatise on the passions, so far as they regard the stage; with a critical enquiry into the theatrical merit of Mr. G-k, Mr. Q-n, and Mr. B-y. The first considered in the part of Lear, the two last opposed in Othello:",,"London : printed for C. Corbet,",,
, Ecco-Unfinished,K047000.000,,CW113949707,,,,T51737,,"Stevens, George Alexander, 1710-1784.",[1773],"The trip to Portsmouth: a comic sketch of one act, with songs.",,"London : printed for T. Waller; T.Becket; and G. Robinson,",,
, Ecco-Unfinished,K047523.000,,CW114303279,,,,T52681,,"Stevens, George Alexander, 1710-1784.",[1785?],The wonderful old man. Written by George Alexander Steevens. Tune - Derry down:,,"Salisbury : Fowler, printer,",,
, Ecco-Unfinished,K047669.000,,CW109730748,,,,T52913,,"Voltaire, 1694-1778.",1791,"Zara. A tragedy: By Aaron Hill, Esq. Adapted for theatrical representation, as performed at the Theatres-Royal, Drury-Lane and Covent-Garden. Regulated from the prompt-books, ...",,"London : printed for the proprietors, under the direction of John Bell,",,
, Ecco-Unfinished,K047742.000,,CW104984941,,,,T52999,,"Defoe, Daniel, 1661?-1731.",1715,A view of the Scots rebellion: with some enquiry what we have to fear from them? And what is the properest method to take with them?,,"London : printed, and sold by R. Burleigh,",,
, Ecco-Unfinished,K047745.000,,CW118418833,,,,T53003,,"Defoe, Daniel, 1661?-1731.",1715,"The second-sighted Highlander. Being four visions of the eclypse, and something of what may follow:",,"London : printed for J. Baker,",,
, Ecco-Unfinished,K047833.000,,CW120716605,,,,T53117,,"Barbauld, Mrs. (Anna Letitia), 1743-1825.",1781,Hymns in prose for children: By the author of Lessons for children.,,"London : printed for J. Johnson,",,
, Ecco-Unfinished,K048171.000,,CW103139958,,,,T53592,,"Cheyne, George, 1673-1743.",1743,Dr. Cheyne's own account of himself and of his writings: faithfully extracted from his various works. ...,,"London : printed and sold by J. Wilford,",,
, Ecco-Unfinished,K048173.000,,CW102152683,,,,T53594,,"Boswell, James, 1740-1795.",1785,"The journal of a tour to the Hebrides: with Samuel Johnson, LL.D. By James Boswell, ...",,"London : printed by Henry Baldwin, for Charles Dilly,",,
, Ecco-Unfinished,K048396.000,,CW107864112,,,,T53892,,"Cheyne, George, 1673-1743.",1733,"The English malady: or, a treatise of nervous diseases of all kinds, as spleen, vapours, lowness of spirits, hypochondriacal, and hysterical distempers, &c. In three parts. ... By George Cheyne, M.D. ...",,"London : printed for G. Strahan, and J. Leake at Bath,",,
, Ecco-Unfinished,K048444.000,,CW101508765,,,,T53953,,"Clarendon, Edward Hyde, Earl of, 1609-1674.",1759,"The life of Edward Earl of Clarendon: Lord High Chancellor of England, and Chancellor of the University of Oxford. ... Written by himself. Printed from his original manuscripts, ...",,"Oxford : at the Clarendon printing-house,",,
, Ecco-Unfinished,K048522.000,,CW106906213,,,,T54047,,"Cheyne, George, 1673-1743.",1742,"The natural method of cureing the diseases of the body: and the disorders of the mind depending on the body. In three parts. ... By Geo. Cheyne, M.D. ...",,"London : printed for Geo. Strahan, and John and Paul Knapton,",,
, Ecco-Unfinished,K048917.000,,CW107229376,,,,T54648,,"Cheyne, George, 1673-1743.",1702,"Remarks on two late pamphlets written by Dr. Oliphant, against Dr. Pitcairn's Dissertations, and The new theory of fevers. ... By George Cheyne, M.D.:",,"Edinburgh : printed in the year,",,
, Ecco-Unfinished,K049040.000,,CW110152175,,,,T54960,,"Lillo, George, 1693-1739.",1762,"Arden of Feversham. An historical tragedy: taken from Holingshead's Chronicle, in the reign of King Edward VI. Acted at the Theatre-Royal, in Drury-Lane. By the late Mr. Lillo:",,"London : printed for T. Davies,",,
, Ecco-Unfinished,K049099.000,,CW109592619,,,,T55025,,"Cheyne, George, 1673-1743.",1720,"Observations concerning the nature and due method of treating the gout: for the use of my worthy friend, Richard Tennison, ... By Geo. Cheyne, M.D. ...",,"London : printed for G. Strahan; W. Mears, and H. Hammond, at the Bath,",,
, Ecco-Unfinished,K049282.000,,CW109734560,,,,T55287,,"Smollett, Tobias George, 1721-1771.",1777,"Plays and poems written by T. Smollett, M.D. with memoirs of the life and writings of the author:",,"London : printed for T. Evans, and R. Baldwin,",,
, Ecco-Unfinished,K049287.000,,CW108288187,,,,T55293,,"Smollett, Tobias George, 1721-1771.",1752,"An essay on the external use of water. In a letter to Dr. **** ... By T. Smollett, M.D:",,"London : printed for M. Cooper; and sold by D. Wilson, and by Mess. Leake, and Frederick at Bath,",,
, Ecco-Unfinished,K049288.001,,CW115596504,,,,T55294,,"Smollett, Tobias George, 1721-1771.",1753,The adventures of Ferdinand Count Fathom: By the author of Roderick Random. In two volumes. ... [pt.1],,"London : printed for W. Johnston,",,
