"Niccols, Richard, 1584-1616,Snodham, Thomas, -1625, printer,Redmer, Richard, -1632? bookseller,Freeling, Francis, Sir, 1764-1836, former owner. MB,Huth, Henry, 1815-1878, former owner. MB,Clawson, John L. (John Lewis), 1865-1933, former owner. MB,Jones, Herschel V. (Herschel Vespasian), 1861-1928, former owner. MB",1613-01-01T00:00:00Z,threesisterstear00nicc,eng,"The three sisters teares : shed at the late solemne funerals of the royall deceased Henry, Prince of Wales, &c."
"MexiÌ?a, Pedro, 1496?-1552?,Sansovino, Francesco, 1521-1586,Du Verdier, Antoine, 1544-1600,Guyon, Louis, sieur de la Nauche,Gruget, Claude,Milles, Tho. (Thomas), 1550?-1627?",1613-01-01T00:00:00Z,treasvrieofavnci01mexi,eng,"The Treasvrie of avncient and moderne times. Containing the learned collections, iudicious readings, and memorable obseruations .."
"MexiÌ?a, Pedro, 1496?-1552?,Sansovino, Francesco, 1521-1586,Du Verdier, Antoine, 1544-1600,Guyon, Louis, sieur de la Nauche,Gruget, Claude,Milles, Tho. (Thomas), 1550?-1627?",1613-01-01T00:00:00Z,treasvrieofavnci02mexi,eng,"The Treasvrie of avncient and moderne times. Containing the learned collections, iudicious readings, and memorable obseruations .."
"Thomas Ravenscroft , John Bennet, Edward Pearce",1614-01-01T00:00:00Z,abriefediscours00peargoog,English,A Briefe Discourse of the True (but Neglected) Use of Charact'ring the ...
,1614-01-01T00:00:00Z,bub_gb_L9DE_ER5tAsC,English,"The History of Great Britaine Vnder the Conquests of Ye Romans, Saxons, Danes and Normans. Their Originals, Manners, Warres, Coines & Seales with Ye Successions, Liues, Acts & Issues of the English Monarchs from Iulius Cæsar, to Our Most Gracious Soueraigne King Iames. By Iohn Speed"
William Camden,1614-01-01T00:00:00Z,bub_gb_PiZEAAAAcAAJ,English,"Remaines, concerning Britaine but especially England, and the inhabitants thereof their languages, names, surnames, allusions, anagrammes, armories, monies, empresses, apparell, artillarie, wise speeches, prouerbs, poesies, epitaphes"
Roberto Bellarmino,1614-01-01T00:00:00Z,bub_gb_YX6E6R32EpwC,English,A Shorte Catechisme of Card.all Bellarmine Illustrated with the Images
"Bacon, Francis, 1561-1626,Priest, William, fl. 1614, defendant,Wright, Richard, l. 1614, defendant,Great Britain. Court of Star Chamber",1614-01-01T00:00:00Z,chargeofsirfranc00baco,eng,"The charge of Sir Francis Bacon ... touching duells, vpon an information in the Star-Chamber against Priest and Wright. With the decree of the Star-Chamber in the same cause"
"Adams, Thomas, fl. 1612-1653",1614-01-01T00:00:00Z,diuellsbanket00adam,eng,The diuells banket
"Bodenham, John, active 1600, editor,Moore, Richard, active 1607-1631, bookseller,N. L. (Nicholas Ling), active 1580-1607, attributed name,A. B., active 1600,Snodham, Thomas, -1625, printer,Spiegelberg, Frederick, 1863-1937, former owner,Armour, George Allison, 1855-1936, former owner",1614-01-01T00:00:00Z,englandshelicono00bode,eng,"Englands Helicon, or, The muses harmony"
"Raleigh, Walter, Sir, 1552?-1618",1614-01-01T00:00:00Z,historyofworld00rale,eng,The history of the world
"Tailor, Robert, active 1614,Beale, John, -1643, printer,Redmer, Richard, -1632?, publisher,Barton, Thomas Pennant, 1803-1869, former owner, former owner",1614-01-01T00:00:00Z,hoggehathlosthis00tail,eng,"The hogge hath lost his pearle : a comedy diuers times publikely acted, by certaine London prentices"
"Forbes, Patrick, Bp. of Aberdeen, 1564-1635",1614-01-01T00:00:00Z,learnedcommentar00forb,eng,"An learned commentarie vpon the Revelation of Saint Iohn ... Newly corr., and the defectes and errors of the 1st ed., supplied & amended"
"Dering, Edward, 1540?-1576",1614-01-01T00:00:00Z,mderingsworkes1614deri,eng,M. Derings workes. More at large then euer hath heere-to-fore been printed in any one volume
"Attersoll, William",1614-01-01T00:00:00Z,newcovenantortre00atte,eng,"The new covenant, or, A treatise of the sacraments : whereby the last Testament of our Lord and Saviour Iesus Christ, through the shedding of his pure and precious blood, is ratified and applyed unto the conscience of every true beleever .."
"Purchas, Samuel, 1577?-1626,John Adams Library (Boston Public Library) BRL,Featherstone, Henry, d. 1647, bookseller,Stansby, William, fl. 1597-1638 printer,Adams, John, 1735-1826, former owner",1614-01-01T00:00:00Z,purchashispilgri00purc,eng,"Purchas his pilgrimage : or Relations of the world and the religions observed in all ages and places discovered, from the creation unto this present. In foure parts. This first containeth a theologicall and geographical historie of Asia, Africa, and America, with the ilands adiacent. Declaring the ancient religions before the floud ... With briefe descriptions of the countries, nations, states, discoveries ..."
"Selden, John, 1584-1654",1614-01-01T00:00:00Z,titlesr00seld,eng,Titles of honor
"A. R,R., A",1614-01-01T00:00:00Z,truewonderfulldi00arrauoft,eng,"True and wonderfull; a discourse relating a strange and monstrous serpent, or dragon, lately discovered and yet living to the great annoyance and divers slaughters both men and cattel"
"Heresbach, Conrad, 1496-1576,Googe, Barnabe, 1540-1594",1614-01-01T00:00:00Z,wholearttradeofh00here,eng,The whole art and trade of husbandry : contained in foure bookes
,1615-01-01T00:00:00Z,biblethatisholys00lond,English.,"The Bible : that is the Holy Scriptures conteined in the Old and New Testament ; translated according to the Ebrew and Greeke, and conferred with the best translations in divers languages .."
"Gidde, Walter",1615-01-01T00:00:00Z,bookeofsundrydra00gidd,eng,"A booke of sundry draughtes principaly serving for glasiers: and not impertinent for plasters, and gardiners : besides sundry other professions. Whereunto is annexed the manner how to anniel in glas: and also the true forme of the fornace, and the secretes thereof"
,1615-01-01T00:00:00Z,coldyeare1614dee00lond,eng,"The cold yeare, 1614. A deepe snow: in which men and Cattell have perished, to the generall losse of farmers, grasiers, husbandmen, and all sorts of people in the countrie; and no lesse hurtfull to citizens. Written dialogue-wise, in a plaine familiar talke betweene a London shopkeeper, and a north-country-man"
"Byfield, Nicholas, 1579-1622",1615-01-01T00:00:00Z,expositionvponep00byfi,eng,"An exposition vpon the Epistle to the Colossians ... Being, the substance of neare seuen yeeres weeke-dayes sermons"
"Yates, John",1615-01-01T00:00:00Z,godsarraignement00yate,eng,God's arraignement of hypocrites : with an inlargement concerning God's decree in ordering sinne ; as likewise a defence of Mr. Calvine against Bellarmine ; and of M. Perkins against Arminius
"Alessio, Piemontese, approximately 1471-,Ruscelli, Girolamo, -approximately 1565, supposed author",1615-01-01T00:00:00Z,McGillLibrary-108707-75,eng,"The secrets of Alexis : containing many excellent remedies against divers diseases, wounds, and other accidents. With the manner to make distillations, parfumes ... and meltings .."
,1615-01-01T00:00:00Z,merriedialoguebe00lond,eng,"A merrie dialogue betweene Band, Cuffe, and Ruffe, done by an excellent wit, and lately acted in a shew in the famous Universitie of Cambridge"
"West, William, fl. 1568-1594",1615-01-01T00:00:00Z,simboleographywh00west,"eng,lat","Simboleography. Which may be termed the art, or description, of instruments and presidents"
"Shakespeare, William, 1564-1616,Law, Matthew, -1629, bookseller,Evans, Jadis, former owner,Barton, Thomas Pennant, 1803-1869, former owner,Lewis, Charles, 1786-1836, binder,Rodd, Thomas, 1796-1849, bookseller",1615-01-01T00:00:00Z,tragedieofkingri00shak_0,eng,The tragedie of King Richard the Second : with new additions of the parliament sceane and the deposing of King Richard : as it hath been lately acted by the Kinges Maiesties Seruants at the Globe
"Haughton, William, d. 1605,Barton, Thomas Pennant, 1803-1869, former owner",1616-01-01T00:00:00Z,englishmenformym1616haug,eng,"English-men For my Money: : Or, A pleasant Comedy, called, A Woman will haue her Will."
"Dekker, Thomas, ca. 1572-1632,Boston Public Library. Thomas Pennant Barton Collection of Shakespeare",1616-01-01T00:00:00Z,honestvvhorewith00dekk,eng,"The honest VVhore : with the humours of the patient man, and the longing wife. / Tho: Dekker"
"Rollock, Robert, 1555?-1599,Charteris, Henry, 1565-1628,Arthur, William, fl. 1606-1619",1616-01-01T00:00:00Z,lecturesvponhist00roll,eng,"Lectures, vpon the history of the Passion, Resurrection, and Ascension of our Lord Iesus Christ. Beginning at the eighteenth chapter of the Gospell, according to S. Iohn, and from the 16. verse of the 19. chapter thereof, containing a perfect harmonie of all the foure Euangelists, for the better vnderstanding of all the circumstances of the Lords death, and Resurrection"
"Beard, Thomas, d. 1632",1616-01-01T00:00:00Z,retractive00bear,eng,A retractive from the Romish religion : contayning thirteen forcible reasons dissuading from communion
"Middleton, Thomas, -1627,Eld, George, -1624, printer,Langley, Thomas, active 1615, bookseller,Riviere, Robert, 1808-1882, binder,Warburton, William, 1698-1779, former owner,Barton, Thomas Pennant, 1803-1869, former owner,Rodd, Thomas, 1796-1849, bookseller",1616-01-01T00:00:00Z,tricketocatchold00midd,eng,"A tricke to catch the old one : as it hath beene often in action, both at Paules, the Blacke Fryers, and before His Maiestie"
"Stoughton, Thomas",1616-01-01T00:00:00Z,twoprofe00stou,eng,Two profitable treatises : I. Of David's love to the word ; II.Of David's meditations on the Word of God ..
"Jonson, Ben, 1573?-1637,Stansby, William, active 1597-1638, printer,Hole, William, -1624, engraver,Williams, John, former owner. MB,Williams, Mary, former owner. MB,Bracebridge, W., former owner. MB",1616-01-01T00:00:00Z,workesofbeniamin00jons,eng,The workes of Beniamin Ionson
"James I, King of England, 1566-1625,Montagu, James, 1568?-1618, ed,Pass, Simon van de, 1595?-1647, engraver,Elstracke, Renold, active 1590-1630, engraver",1616-01-01T00:00:00Z,workesofmosthigh00jame,eng,"The workes of the most high and mightie prince, Iames, by the grace of God, king of Great Britaine, France and Ireland, defender of the faith, &c."
,1617-01-01T00:00:00Z,ANewAlmanackeandPrognostication,eng,A New Almanacke and Prognostication
Great Britain. Patent Office,1617-01-01T00:00:00Z,chronologicalin1617grea_0,eng,Chronological index of patentees and applicants for patents of invention ..
Great Britain. Patent Office,1617-01-01T00:00:00Z,chronologicalind1617grea,eng,Chronological index of patentees and applicants for patents of invention ..
"Byfield, Nicholas, 1579-1622,Griffin, Edward, d. 1652, printer,Butter, Nathaniel, d. 1664, bookseller",1617-01-01T00:00:00Z,exponep00byfi,eng,"An exposition vpon the Epistle to the Colossians : wherein, not onely the text is methodically analysed, and the sence of the words, by the help of writers, both ancient and moderne is explayned : but also, by doctrine and vse, the intent of the Holy Ghost is in euery place more fully vnfolded and vrged : and besides, the very marrow of most common-places is aptly diffused throughout the body of this exposition, as the nature of this kinde of teaching would beare : and further, many chiefe cases of conscience are here resolued : being, the substance of neare seuen yeeres weeke-dayes sermons"
"Lodge, Thomas, 1558?-1625,Greene, Robert, 1558-1592, author,Alsop, Bernard, printer,Barton, Thomas Pennant, 1803-1869, former owner",1617-01-01T00:00:00Z,lookingglassefor00lodg_0,eng,A looking glasse for London and England
"Albertus, Magnus, Saint, 1193?-1280,Everard, Thomas, 1560-1633",1617-01-01T00:00:00Z,paradiseofsouleo00albe,eng,The paradise of the soule : or a treatise of vertues.
"Woodall, John, 1556?-1643",1617-01-01T00:00:00Z,surgionsmateortr00wood,eng,"The surgions mate, or, A treatise discouering faithfully and plainely the due contents of the surgions chest : the uses of the instruments, the vertues and operations of the medicines, the cures of the most frequent diseases at sea: namely, wounds, apostumes, vlcers, fistulaes, fractures, dislocations, with the true maner of amputation, the cure of the scuruie, the fluxes of the belly, of the collica and illiaca passio, tenasmus, and exitus ani, the callenture; with a briefe explanation of sal, sulphur, and mercury; with certaine characters, and tearmes of arte"
"Bruce, Robert, 1554-1631,Bruce, Robert, 1554-1631,I. H., fl. 1617,Mitchell, S., fl. 1614",1617-01-01T00:00:00Z,vpeacer00bruc,eng,The vvay to trve peace and rest. : Delivered at Edinborovgh in XVI. sermons: on the Lords Supper: Hezechiahs sicknesse: and other select Scriptures.
Robert Harrison,1618-01-01T00:00:00Z,alittletreatise00harrgoog,English,"A little treatise vppon the firste verse of the 122. psalm, stirring vp vnto carefull desiring ..."
"Paget, John, d. 1640",1618-01-01T00:00:00Z,arrovvagainstsep00page,eng,An arrovv against the separation of the Brownists. Also an admonition tovching Talmudique & rabbinical allegations
"Baynes, Paul, d. 1617",1618-01-01T00:00:00Z,caveatchr00bayn,eng,A caveat for cold Christians : in a sermon ..
"Taylor, Thomas, 1576-1632",1618-01-01T00:00:00Z,christs00tayl,eng,"Christs combate and conquest : or, the Lyon of the tribe of Iuda vanquishing the roaring lyon, assaulting him in three most fierce and hellish temptations .."
"Daniel, Samuel, 1562-1619",1618-01-01T00:00:00Z,collectionofhist00dani,eng,The collection of the historie of England
"Baynes, Paul, d. 1617",1618-01-01T00:00:00Z,commenf00bayn,eng,A commentarie upon the first chapter of the epistle of Saint Paul written to the Ephesians
,1618-01-01T00:00:00Z,declarationofdem00lond,eng,"A Declaration of the demeanor and cariage of Sir Walter Raleigh, knight, aswell in his voyage, as in, and sithence his returne; and of the true motiues and inducements which occasioned His Maiestie to proceed in doing iustice upon him, as hath bene done"
England and Wales. Sovereign (1603-1625 : James I),1618-01-01T00:00:00Z,kingsmaiestiesd00igoog,eng,"The King's Maiesties declaration to his subjects, concerning lawful sports to be used"
"Sternhold, Thomas, d. 1549,HHopkins, John, d. 1570",1618-01-01T00:00:00Z,meetpsal00ster,eng,The Whole booke of Psalmes collected into English meeter
"R. M., fl. 1617,R. M,Raleigh, Walter, Sir, 1552?-1618",1618-01-01T00:00:00Z,newesofsrwalterr00rmfl,eng,"Newes of Sr. Walter Rauleigh : with the true description of Gviana, as also a relation of the excellent gouernment, and much hope of the prosperity of the voyage"
John Taylor,1618-01-01T00:00:00Z,pennylespilgrim00taylgoog,English,The Pennyles Pilgrimage Or The Money-lesse Perambulation of John Taylor: Alias the Kings ...
"Lithgow, William, 1582-1645?,Raleigh, Walter, Sir, 1552?-1618. To his singular friend, William Lithgow,Hart, Andro, -1621, printer",1618-01-01T00:00:00Z,pilgrimesfarewel00lith,eng,"The pilgrimes farewell, to his natiue countrey of Scotland : wherein is contained, in way of dialogue, the ioyes and miseries of peregrination : with his Lamentado in his second trauels, his Passionado on the Rhyne, diuerse other insertings, and farewels, to noble personages, and, the heremites welcome to his third pilgrimage, &c. : worthie to be seene and read of all gallant spirits, and pompe-expecting eyes"
"Holyday, Barten, 1593-1661,Stansby, William, active 1597-1638, printer,Parker, John, -1648, bookseller,Barton, Thomas Pennant, 1803-1869, former owner,Bridgewater House Library, former owner",1618-01-01T00:00:00Z,technogamiaormar00holy,eng,"Technogamia, or, The marriages of the arts : a comedie"
"Stucley, Lewis, Sir, d. 1620",1618-01-01T00:00:00Z,tokingsmostexcel00stuc,eng,"To the Kings Most Excellent Majestie : the humble petition and information of Sir Lewis Stucley, knight, vice admirall of Deuon, touching his own behaviour in the charge committed vnto him, for the bringing up of Sir Walter Raleigh and the scandalous aspersions cast upon him for the same"
"Virginia Company of London,Robinson, Conway, 1805-1884,Brock, R. A. (Robert Alonzo), 1839-1914",1619-01-01T00:00:00Z,abstractofprocee02virg_0,eng,"Abstract of the proceedings of the Virginia Company of London, 1619-1624"
James,1619-01-01T00:00:00Z,ameditationupon00jamegoog,English,"A meditation upon the Lord's prayer, written by the kings maiestie for the benefit of all his ..."
"Blundeville, Thomas, fl. 1561",1619-01-01T00:00:00Z,artoflogickeplai00blun,eng,"The art of logicke. Plainly taught in the English tongue, according to the best approved authors. .."
"Brooke, Ralph, 1553-1625",1619-01-01T00:00:00Z,cataloguesuccess00broo,eng,"A catalogue and succession of the kings, princes, dukes, marquesses, earles, and viscounts of this realme of England, since the Norman conquest, to this present yeare, 1619 : together, with their armes, wiues, and children : the times of their deaths and burials, with many their memorable actions"
"Shakespeare, William, 1564-1616,Jaggard, William, 1569-1623, printer,Pavier, Thomas, -1625, bookseller,Lewis, Charles, 1786-1836, binder. MB,Barton, Thomas Pennant, 1803-1869, former owner. MB,Rodd, Thomas, 1796-1849, former owner. MB",1619-01-01T00:00:00Z,chroniclehistory00shak_0,eng,The chronicle history of Henry the Fift : with his battell fought at Agin Court in France : together with ancient Pistoll : as it hath bene sundry times playd by the Right Honourable the Lord Chamberlaine His Seruants
"Shakespeare, William, 1564-1616,Jaggard, William, 1569-1623, printer,Pavier, Thomas, -1625, bookseller,Roberts, James, -1618?,Rodd, Thomas, 1796-1849, former owner. MB,Lewis, Charles, 1786-1836, binder. MB,Barton, Thomas Pennant, 1803-1869, former owner. MB",1619-01-01T00:00:00Z,excellenthistory00shak,eng,"The excellent history of the merchant of Venice : with the extreme cruelty of Shylocke the Iew towards the saide merchant, in cutting a iust pound of his flesh and the obtaining of Portia, by the choyse of three caskets"
"Munday, Anthony, 1553-1633, author,Drayton, Michael, 1563-1631, author,Wilson, Robert, 1579-1610, author,Hathway, Richard, active 1598-1602, author,Jaggard, William, 1569-1623, printer,Shakespeare, William, 1564-1616, attributed name,Barton, Thomas Pennant, 1803-1869, former owner",1619-01-01T00:00:00Z,firstpartoftrueh00mund,eng,"The first part of the true & honorable history, of the life of Sir Iohn Old-castle, the good Lord Cobham : as it hath bene lately acted by the right honorable the Earle of Notingham Lord High Admirall of England, his seruants"
Louis Richeome,1619-01-01T00:00:00Z,holypicturesmys00richgoog,English,Holy pictures of the mysticall figures of the most holy sacrifice and sacrament of the eucharist ...
"Middleton, Thomas, -1627,Stansby, William, active 1597-1638, printer,Browne, John, active 1612-1628, bookseller,Roxburghe, John Ker, Duke of, 1740-1804, former owner,Heber, Richard, 1773-1833, former owner,Barton, Thomas Pennant, 1803-1869, former owner",1619-01-01T00:00:00Z,innertemplemasqu00midd,eng,"The Inner Temple masque, or, Masque of heroes : presented (as an entertainement for many worthy ladies:) by gentlemen of the same ancient and noble house"
"Heywood, Thomas, approximately 1574-1641,Lownes, Humphrey, -1629, printer,Elstracke, Renold, active 1590-1630, engraver,Heber, Richard, 1773-1833, former owner,Barton, Thomas Pennant, 1803-1869, former owner",1619-01-01T00:00:00Z,kingedwardfourth00heyw,eng,"King Edward the Fourth : the first and second part : containing, his merrie pastime with the tanner of Tamworth, as also his loue to faire Mistris Shore, her great promotion, fall and misery, and lastly the lamentable death of both her and her husband : likewise, the besieging of London, by the bastard Falconbridge, and the valiant defence of the same by the Lord Maior and the citizens : as it hath diuers times been publikely plaied, by the Right honorable, the Earle of Derbie his seruants"
"Shakespeare, William, 1564-1616,Jaggard, William, 1569-1623, printer,Pavier, Thomas, -1625, bookseller,Lewis, Charles, 1786-1836, binder,Barton, Thomas Pennant, 1803-1869, former owner",1619-01-01T00:00:00Z,latemuchadmiredp00shak_0,eng,"The late, and much admired play, called, Pericles, Prince of Tyre : with the true relation of the whole history, aduentures, and fortunes of the saide prince"
"Beaumont, Francis, 1584-1616,Fletcher, John, 1579-1625, author,Okes, Nicholas, printer,Constable, Francis, -1647, bookseller,Halliwell-Phillipps, J. O. (James Orchard), 1820-1889, former owner,Barton, Thomas Pennant, 1803-1869, former owner",1619-01-01T00:00:00Z,maidestragedyasi00beau,eng,The maides tragedy : as it hath beene diuers times acted at the Blacke-Friers by the Kings Maiesties Seruants
"Beaumont, Francis, 1584-1616",1619-01-01T00:00:00Z,maidestragedyasi00beaurich,eng,The maides tragedy: As it hath beene diuers times acted at the Blacke-friers by the Kings Maiesties Seruants
"Shakespeare, William, 1564-1616,Jaggard, William, 1569-1623, printer,Pavier, Thomas, -1625, bookseller,Roberts, James, 1618?,Mackenzie, John, binder,Barton, Thomas Pennant, 1803-1869, former owner",1619-01-01T00:00:00Z,midsommernightsd1619shak,eng,"A midsommer nights dreame : as it hath beene sundry times publikely acted, by the Right Honourable, the Lord Chamberlaine his Seruants"
"Eld, George, -1624, printer,Wright, John, -1646, printer,Heber, Richard, 1773-1833, former owner. MB,Barton, Thomas Pennant, 1803-1869, former owner. MB",1619-01-01T00:00:00Z,mostpleasantcome00eldg_0,eng,"A most pleasant comedy of Mucedorus the Kings sonne of Valentia, and Amadine the Kings daughter of Aragon : with the merry conceits of Mouse : amplified with new additions, as it was acted before the Kings Maiesty, at White-Hall on Shroue-Sunday night by his Highnesse Seruants, vsually playing at the Globe : very delectable, and ful of conceited mirth"
"Shakespeare, William, 1564-1616,Jaggard, William, 1569-1623, printer,Pavier, Thomas, -1625, bookseller,Johnson, Arthur, -1631,Lewis, Charles, 1786-1836, binder,Barton, Thomas Pennant, 1803-1869, former owner",1619-01-01T00:00:00Z,mostpleasantexce00shak,eng,"A most pleasant and excellent conceited comedy, of Sir Iohn Falstaffe, and the merry vviues of VVindsor : vvith the swaggering vaine of Ancient Pistoll, and Corporall Nym"
"Shakespeare, William, 1564-1616,Jaggard, William, 1569-1623, printer,Pavier, Thomas, -1625, bookseller,Butter, Nathaniel, -1664,Barton, Thomas Pennant, 1803-1869, former owner. MB,Heber, Richard, 1773-1833, former owner. MB,Lewis, Charles, 1786-1836, binder. MB",1619-01-01T00:00:00Z,mvvilliamshakesp00shak,eng,"M. VVilliam Shake-speare, his True chronicle history of the life and death of King Lear and his three daughters : with the vnfortunate life of Edgar, sonne and heire to the Earle of Glocester, and his sullen and assumed humour of Tom of Bedlam : as it was plaid before the Kings Maiesty at White-Hall, upon S. Stephens night, in Christmas hollidaies by His Maiesties Seruants, playing vsually at the Globe on the Banck-Side"
"Calderwood, David, 1575-1650",1619-01-01T00:00:00Z,perthassemblycon00cald,eng,Perth Assembly : Containing 1. The proceedings thereof. 2. The proofe of the nullitie thereof. 3. Reasons presented thereto against the receiving the five new Articles imposed. 4. The oppositenesse of it to the proceedings and oath of the whole state of the land. An. 1581. 5. Proofes of the unlawfulnesse of the said five Articles ..
Thomas Deloney,1619-01-01T00:00:00Z,pleasanthistory00delogoog,English,"The Pleasant History of John Winchcomb: In His Younger Yeares Called Lack of Newberie, the ..."
"Wither, George, 1588-1667,Delaram, Francisco",1619-01-01T00:00:00Z,preparationtopsa00with,eng,A Preparation to the Psalter
"Shakespeare, William, 1564-1616",1619-01-01T00:00:00Z,wholecontentionb00shak,eng,"The whole contention betweene the two famous houses, Lancaster and Yorke : with the tragicall ends of the good Duke Humfrey, Richard Duke of Yorke, and King Henrie the sixt : diuided into two parts and newly corrected and enlarged"
"Bacon, Francis, 1561-1626,Gorges, Arthur, Sir, 1557?-1625,Derby, Edward George Geoffrey Smith Stanley, Earl of, 1799-1869., (bookplate),Derby, Edward Smith Stanley, Earl of, 1775-1851, (bookplate)",1619-01-01T00:00:00Z,wisedomeofancien00baco,"eng,lat",The wisedome of the ancients
"Shakespeare, William, 1564-1616, dubious author,Middleton, Thomas, -1627, attributed name,Jaggard, William, 1569-1623, printer,Pavier, Thomas, -1625, bookseller,Lewis, Charles, 1786-1836, binder,Barton, Thomas Pennant, 1803-1869, former owner,Clarke & Bedford, binder",1619-01-01T00:00:00Z,yorkshiretragedi00shak,eng,"A Yorkshire tragedie : not so new, as lamentable and true"
"Mason, John, 1586-1635",1620-01-01T00:00:00Z,abriefediscours00masogoog,eng,"A briefe discourse of the Nevv-found-land : with the situation, temperature, and commodities thereof, inciting our nation to goe forward in that hopefull plantation begunne"
"Henry Fitzgeffrey, Michael Drayton, Francis Beaumont, Nathaniel"" ""Hookes, Edward V. Utterson",1620-01-01T00:00:00Z,certainelegiesd00unkngoog,English,Certain Elegies Done by Sundrie Excellent Wits
"Benefield, Sebastian",1620-01-01T00:00:00Z,commorexp00bene,eng,A commentarie or exposition upon the second chapter of the prophecie of Amos : delivered in xxi sermons in the Parish Church of Meysey-Hampton in Diocesse of Glocester
"Boccaccio, Giovanni, 1313-1375,Florio, John, 1553?-1625, attributed name,Jaggard, Isaac, -1627, printer,Lewis, Charles, 1786-1836, binder,Darby, Francis, 1783 -1850, former owner,Murdock, Harold, 1862-1934, former owner",1620-01-01T00:00:00Z,decameroncontain00bocc,eng,"The decameron : containing an hundred pleasant nouels : wittily discoursed, betweene seauen honourable ladies and three noble gentlemen"
,1620-01-01T00:00:00Z,gossipsgreeting00unkngoog,English,"The Gossips Greeting, Or A New Discovery of Such Females Meeting: Wherein is Plainely Set Forth ..."
"Stansby, William, active 1597-1638, printer,Meighen, Richard, active 1656, bookseller,Roxburghe, John Ker, Duke of, 1740-1804, former owner,Genest, John, 1764-1839, former owner,Barton, Thomas Pennant, 1803-1869, former owner",1620-01-01T00:00:00Z,swetnamwomanhate00stan,eng,"Swetnam, the woman-hater, arraigned by women : a new comedie, acted at the Red Bull, by the late Queenes Seruants"
"Stansby, William, active 1597-1638, printer,Meighen, Richard, active 1656, bookseller,Roxburghe, John Ker, Duke of, 1740-1804, former owner,Genest, John, 1764-1839, former owner,Barton, Thomas Pennant, 1803-1869, former owner",1620-01-01T00:00:00Z,swetnamwomanhate00stan_0,eng,"Swetnam, the woman-hater, arraigned by women : a new comedie, acted at the Red Bull, by the late Queenes Seruants"
"Ferdinand, Austria Landtag (Lower)",1620-01-01T00:00:00Z,twoverylamentab00lowgoog,English,"Two very lamentable relations: The one, The grievances for religion, of those of Stiria ..."
"Calderwood, David, 1575-1650",1621-01-01T00:00:00Z,altarof00cald,eng,"The altar of Damascus, or the patern of the English hierarchie, and church policie obtruded upon the Church of Scotland"
John Donne,1621-01-01T00:00:00Z,ananatomieworld00donngoog,English,"An Anatomie of the World: Wherein, by Occasion of the Untimely Death of Mistris Elizabeth Drury ..."
"Bernard, Richard, 1568-1641,Bernard, Richard, 1568-1641. Bible-Battells : or the sacred art military, for the rightly wageing of warre according to Holy Writ ..",1621-01-01T00:00:00Z,faithfullshep00bern,eng,The faithfull shepherd ..
"Bernard, Richard, 1568-1641",1621-01-01T00:00:00Z,faithfulshe00bern,eng,The faithful shepherd ..
"Markham, Gervase",1621-01-01T00:00:00Z,hin-wel-all-00002354-001,eng,"Hungers preuention: or, the whole arte of fowling by water and land. Containing all the secrets belonging to that arte, and brought into a true forme or method, by which the most ignorant may know how to take any kind of fowle, either by land or water. Also, exceeding necessary and profitable for all such as trauell by Sea, and come into vninhabited places: Especially, all those that haue any thing to doe with new Plantations / [Gervase Markham]"
"James I, King of England, 1566-1625",1621-01-01T00:00:00Z,hismaiestiesdecl00jame,eng,His Maiesties declaration : touching his proceedings in the late assembly and conuention of parliament
"James I, King of England, 1566-1625,Norton, Bonham, 1565-1635, printer,Bill, John, d. 1630, printer,Nye, Louis, donor",1621-01-01T00:00:00Z,hismajestiesdecl00jame,eng,His Majesties declaration : touching his proceedings in the late assembly and convention of parliament
,1621-01-01T00:00:00Z,newtesta00antw,English,The New Testament : translated into English out of the authorized Latin ... with annotations and other helpes by the English college of Rhemes
"Heywood, Thomas, approximately 1574-1641,Cooke, Jo., active 1614, attributed name, author,Law, Matthew, -1629, bookseller,Purfoot, Thomas, -1639 or 1640, printer,Wolfreston, Frances, 1607-1677, former owner. MB,Halliwell-Phillipps, J. O. (James Orchard), 1820-1889, former owner. MB,Barton, Thomas Pennant, 1803-1869, former owner. MB",1621-01-01T00:00:00Z,pleasantconceite00heyw,eng,"A pleasant conceited comedy, wherein is shewed, how a man may choose a good wife from a bad : as it hath been sundry times acted by the Earle of Worchesters Seruants"
"James I, King of England, 1566-1625",1621-01-01T00:00:00Z,proclamationdecl00jame,eng,A proclamation declaring his Maiesties pleasure concerning the dissoluing of the present conuention of parliament
"Sandys, George, 1578-1644",1621-01-01T00:00:00Z,relationofjourne00sand,eng,"A relation of a journey begun An: Dom: 1610. Fovre bookes. Containing a description of the Turkish Empire, of Ægypt, of the Holy Land, of the remote parts of Italy, and ilands adioyning"
"Fletcher, John, 1579-1625,Massinger, Philip, 1583-1640, author,Beaumont, Francis, 1584-1616, author,Field, Nathan, 1587-1620?, attributed name,Daborne, Robert, -1628, attributed name,Webster, John, 1580?-1625? attributed name,Okes, Nicholas, printer,Walkley, Thomas, -1658? bookseller,Barton, Thomas Pennant, 1803-1869, former owner",1621-01-01T00:00:00Z,tragedyofthierry00flet,eng,"The tragedy of Thierry King Of France, and his brother Theodoret : as it was diuerse times acted at the Blacke-Friers by the Kings Maiesties Seruants"
